Timestamp,CaseID,Activity
2003-04-17 14:30:12,Medicine_cabinet_57,Medicine_cabinet_57 ON Cleaning  
2003-04-17 15:02:33,Cabinet_66,Cabinet_66 ON None  
2003-04-17 17:22:11,Light_switch_104,Light_switch_104 ON Preparing_dinner  
2003-04-17 17:23:45,Cabinet_83,Cabinet_83 ON Preparing_dinner  
2003-04-17 17:30:19,Closet_81,Closet_81 ON Preparing_dinner  
2003-04-17 18:45:32,Door_140,Door_140 ON Going_out_for_entertainment  
2003-04-17 18:46:21,Lamp_76,Lamp_76 ON Going_out_for_entertainment  
2003-04-17 22:12:47,Refrigerator_91,Refrigerator_91 ON Preparing_a_beverage  
2003-04-17 22:14:15,Cabinet_63,Cabinet_63 ON Preparing_a_beverage  
2003-04-18 06:15:32,Cabinet_73,Cabinet_73 ON Preparing_breakfast  
2003-04-18 06:17:11,Drawer_135,Drawer_135 ON Preparing_breakfast  
2003-04-18 06:30:45,Burner_99,Burner_99 ON Preparing_breakfast  
2003-04-18 06:45:12,Light_switch_101,Light_switch_101 ON Preparing_breakfast  
2003-04-18 07:02:17,Drawer_62,Drawer_62 ON Preparing_breakfast  
2003-04-18 07:15:34,Cabinet_61,Cabinet_61 ON Grooming  
2003-04-18 07:16:22,Drawer_75,Drawer_75 ON Grooming  
2003-04-18 09:22:11,Freezer_137,Freezer_137 ON Lawnwork  
2003-04-18 09:23:33,Dishwasher_70,Dishwasher_70 ON Lawnwork  
2003-04-18 11:45:21,Cabinet_72,Cabinet_72 ON Washing_dishes  
2003-04-18 11:46:05,Drawer_135,Drawer_135 ON Washing_dishes  
2003-04-18 12:30:15,Cabinet_66,Cabinet_66 ON Dressing  
2003-04-18 12:31:44,Dishwasher_70,Dishwasher_70 ON Dressing  
2003-04-18 12:35:12,Door_140,Door_140 ON Dressing  
2003-04-19 06:32:11,Sink_faucet_-_cold_88,Sink_faucet_-_cold_88 ON Preparing_breakfast  
2003-04-19 06:35:22,Cabinet_133,Cabinet_133 ON Grooming  
2003-04-19 07:12:33,Medicine_cabinet_57,Medicine_cabinet_57 ON Cleaning  
2003-04-19 07:13:19,Cabinet_59,Cabinet_59 ON Cleaning  
2003-04-19 10:15:32,Drawer_86,Drawer_86 ON Doing_laundry  
2003-04-19 10:16:44,Drawer_146,Drawer_146 ON Doing_laundry  
2003-04-19 13:02:17,Burner_94,Burner_94 ON Preparing_lunch  
2003-04-19 13:03:29,Toilet_Flush_100,Toilet_Flush_100 ON Preparing_lunch  
2003-04-19 14:22:11,Cabinet_51,Cabinet_51 ON Cleaning  
2003-04-19 14:23:01,Drawer_78,Drawer_78 ON Cleaning  
2003-04-19 15:30:12,Medicine_cabinet_57,Medicine_cabinet_57 ON Putting_away_laundry  
2003-04-19 15:31:22,Toilet_Flush_100,Toilet_Flush_100 ON Putting_away_laundry  
2003-04-20 08:15:32,Cabinet_67,Cabinet_67 ON Putting_away_groceries  
2003-04-20 08:16:45,Refrigerator_144,Refrigerator_144 ON Putting_away_groceries  
2003-04-20 11:22:17,Laundry_Dryer_90,Laundry_Dryer_90 ON Preparing_a_snack  
2003-04-20 11:23:11,Door_141,Door_141 ON Preparing_a_snack  
2003-04-20 12:45:32,Light_switch_105,Light_switch_105 ON Preparing_dinner  
2003-04-20 12:46:15,Cabinet_83,Cabinet_83 ON Preparing_dinner  
2003-04-20 14:30:12,Shower_faucet_93,Shower_faucet_93 ON Bathing  
2003-04-20 14:31:45,Cabinet_138,Cabinet_138 ON Bathing  
2003-04-20 15:45:12,Drawer_69,Drawer_69 ON Preparing_lunch  
2003-04-20 15:46:33,Burner_99,Burner_99 ON Preparing_lunch  
2003-04-21 07:02:17,Cabinet_59,Cabinet_59 ON Toileting  
2003-04-21 07:03:33,Drawer_125,Drawer_125 ON Toileting  
2003-04-21 09:15:32,Exhaust_Fan_96,Exhaust_Fan_96 ON Preparing_dinner  
2003-04-21 09:16:22,Light_switch_120,Light_switch_120 ON Preparing_dinner  
2003-04-21 11:22:11,Cabinet_80,Cabinet_80 ON Preparing_breakfast  
2003-04-21 11:23:45,Garbage_disposal_98,Garbage_disposal_98 ON Preparing_breakfast  
2003-04-21 13:30:12,Drawer_82,Drawer_82 ON Doing_laundry  
2003-04-21 13:31:44,Medicine_cabinet_58,Medicine_cabinet_58 ON Doing_laundry  
2003-04-22 06:45:32,Cabinet_55,Cabinet_55 ON Washing_dishes  
2003-04-22 06:46:15,Light_switch_95,Light_switch_95 ON Washing_dishes  
2003-04-22 07:30:12,Cabinet_80,Cabinet_80 ON Washing_dishes  
2003-04-22 07:31:21,Light_switch_95,Light_switch_95 ON None  
2003-04-22 08:45:32,Drawer_135,Drawer_135 ON Cleaning  
2003-04-22 08:46:44,Cabinet_51,Cabinet_51 ON Cleaning  
2003-04-22 10:30:12,Medicine_cabinet_57,Medicine_cabinet_57 ON Cleaning  
2003-04-22 11:22:11,Cabinet_66,Cabinet_66 ON None  
2003-04-22 12:45:32,Light_switch_104,Light_switch_104 ON Preparing_dinner  
2003-04-22 12:46:45,Cabinet_83,Cabinet_83 ON Preparing_dinner  
2003-04-23 07:15:32,Closet_81,Closet_81 ON Preparing_dinner  
2003-04-23 07:16:22,Door_140,Door_140 ON Going_out_for_entertainment  
2003-04-23 07:17:11,Lamp_76,Lamp_76 ON Going_out_for_entertainment  
2003-04-23 09:30:12,Refrigerator_91,Refrigerator_91 ON Preparing_a_beverage  
2003-04-23 09:31:45,Cabinet_63,Cabinet_63 ON Preparing_a_beverage  
2003-04-23 13:15:32,Cabinet_73,Cabinet_73 ON Preparing_breakfast  
2003-04-23 13:16:11,Drawer_135,Drawer_135 ON Preparing_breakfast  
2003-04-23 14:22:17,Burner_99,Burner_99 ON Preparing_breakfast  
2003-04-23 14:23:45,Light_switch_101,Light_switch_101 ON Preparing_breakfast  
2003-04-24 06:30:12,Drawer_62,Drawer_62 ON Preparing_breakfast  
2003-04-24 06:31:34,Cabinet_61,Cabinet_61 ON Grooming  
2003-04-24 06:32:22,Drawer_75,Drawer_75 ON Grooming  
2003-04-24 08:45:32,Freezer_137,Freezer_137 ON Lawnwork  
2003-04-24 08:46:33,Dishwasher_70,Dishwasher_70 ON Lawnwork  
2003-04-24 10:30:12,Cabinet_72,Cabinet_72 ON Washing_dishes  
2003-04-24 10:31:05,Drawer_135,Drawer_135 ON Washing_dishes  
2003-04-24 12:15:32,Cabinet_66,Cabinet_66 ON Dressing  
2003-04-24 12:16:44,Dishwasher_70,Dishwasher_70 ON Dressing
