Timestamp,CaseID,Activity
2003-04-16 07:15:45, Sink_faucet_-cold_88, Sink_faucet-_cold_88 ON Preparing_breakfast
2003-04-16 07:20:12, Light_switch_101, Light_switch_101 ON Preparing_breakfast
2003-04-16 09:35:33, Light_switch_95, Light_switch_95 ON Cleaning
2003-04-16 09:40:45, Cabinet_67, Cabinet_67 ON Cleaning
2003-04-16 09:45:12, Toilet_Flush_100, Toilet_Flush_100 ON Cleaning
2003-04-16 12:00:33, Cabinet_53, Cabinet_53 ON Washing_dishes
2003-04-16 12:05:45, Cabinet_55, Cabinet_55 ON Washing_dishes
2003-04-16 12:10:12, Cabinet_80, Cabinet_80 ON Washing_dishes
2003-04-16 14:25:33, Door_140, Door_140 ON Preparing_dinner
2003-04-16 14:30:45, Light_switch_104, Light_switch_104 ON Preparing_dinner
2003-04-16 14:35:12, Drawer_52, Drawer_52 ON Preparing_dinner
2003-04-16 18:50:33, Exhaust_Fan_96, Exhaust_Fan_96 ON Preparing_dinner
2003-04-16 18:55:45, Light_switch_95, Light_switch_95 ON Preparing_a_beverage
2003-04-16 19:00:12, Light_switch_107, Light_switch_107 ON Preparing_a_beverage
2003-04-16 21:15:33, Drawer_71, Drawer_71 ON Grooming
